Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
31-Dec-18,EQ,"2,634.70","2,663.80","2,610.00","2,621.90","2,617.00","2,616.50","2,639.57","2,749.95","1,887.00",1026529,"2,70,95,92,779.75",43412
28-Dec-18,EQ,"2,605.00","2,633.00","2,601.10","2,587.45","2,622.90","2,621.90","2,621.94","2,749.95","1,887.00",597700,"1,56,71,30,870.50",30062
27-Dec-18,EQ,"2,641.00","2,645.00","2,581.35","2,622.30","2,597.00","2,587.45","2,601.33","2,749.95","1,887.00",587578,"1,52,84,85,811.95",26942
26-Dec-18,EQ,"2,598.00","2,628.00","2,575.20","2,599.80","2,626.00","2,622.30","2,608.55","2,749.95","1,887.00",753624,"1,96,58,62,435.30",48338
24-Dec-18,EQ,"2,610.00","2,623.10","2,578.20","2,608.05","2,600.00","2,599.80","2,595.80","2,749.95","1,887.00",504639,"1,30,99,40,111.50",47992
21-Dec-18,EQ,"2,609.40","2,616.30","2,578.10","2,628.45","2,602.95","2,608.05","2,601.37","2,749.95","1,887.00",747959,"1,94,57,15,619.00",59654
20-Dec-18,EQ,"2,607.70","2,633.95","2,592.00","2,613.75","2,625.95","2,628.45","2,621.39","2,749.95","1,887.00",493086,"1,29,25,70,755.20",31665
19-Dec-18,EQ,"2,645.00","2,651.00","2,584.65","2,639.30","2,613.00","2,613.75","2,618.40","2,749.95","1,887.00",841239,"2,20,27,00,293.20",49598
18-Dec-18,EQ,"2,601.80","2,645.00","2,582.15","2,613.15","2,643.40","2,639.30","2,618.64","2,749.95","1,887.00",739253,"1,93,58,38,177.35",61766
17-Dec-18,EQ,"2,604.70","2,635.00","2,600.20","2,591.70","2,612.75","2,613.15","2,619.11","2,749.95","1,887.00",592403,"1,55,15,67,240.55",30023
14-Dec-18,EQ,"2,595.00","2,609.60","2,568.00","2,596.85","2,589.20","2,591.70","2,586.24","2,749.95","1,887.00",586360,"1,51,64,69,941.60",41165
13-Dec-18,EQ,"2,625.00","2,625.00","2,567.20","2,586.35","2,604.00","2,596.85","2,592.95","2,749.95","1,887.00",1037801,"2,69,09,66,241.30",57321
12-Dec-18,EQ,"2,670.00","2,711.55","2,534.10","2,716.15","2,597.05","2,586.35","2,596.13","2,749.95","1,887.00",3413128,"8,86,09,33,458.65",164961
11-Dec-18,EQ,"2,668.50","2,749.95","2,666.10","2,690.45","2,725.00","2,716.15","2,714.53","2,749.95","1,887.00",840779,"2,28,23,18,013.65",48255
10-Dec-18,EQ,"2,623.10","2,707.00","2,623.10","2,692.55","2,684.00","2,690.45","2,682.12","2,742.60","1,887.00",1005187,"2,69,60,36,010.70",34024
07-Dec-18,EQ,"2,661.00","2,714.30","2,643.00","2,641.20","2,684.35","2,692.55","2,683.58","2,742.60","1,887.00",1179675,"3,16,57,49,499.25",60522
06-Dec-18,EQ,"2,671.00","2,681.00","2,621.15","2,671.65","2,642.00","2,641.20","2,645.38","2,742.60","1,887.00",515153,"1,36,27,74,136.00",38038
05-Dec-18,EQ,"2,696.00","2,713.95","2,646.60","2,704.05","2,673.05","2,671.65","2,684.93","2,742.60","1,887.00",447631,"1,20,18,57,404.40",29477
04-Dec-18,EQ,"2,688.00","2,718.85","2,681.80","2,667.90","2,704.00","2,704.05","2,703.98","2,742.60","1,887.00",915453,"2,47,53,64,669.40",61577
03-Dec-18,EQ,"2,738.60","2,742.60","2,652.45","2,722.20","2,675.00","2,667.90","2,691.90","2,742.60","1,887.00",983834,"2,64,83,87,132.20",50962
30-Nov-18,EQ,"2,661.00","2,734.55","2,657.05","2,655.30","2,730.00","2,722.20","2,701.52","2,734.55","1,887.00",1491828,"4,03,02,10,521.70",82889
29-Nov-18,EQ,"2,584.00","2,666.70","2,575.10","2,572.30","2,653.45","2,655.30","2,617.85","2,670.80","1,887.00",1048293,"2,74,42,75,397.00",59507
28-Nov-18,EQ,"2,595.00","2,595.35","2,547.75","2,588.75","2,572.35","2,572.30","2,565.65","2,670.80","1,887.00",644293,"1,65,30,27,941.45",52033
27-Nov-18,EQ,"2,575.00","2,602.80","2,542.00","2,558.60","2,591.00","2,588.75","2,572.88","2,670.80","1,887.00",1047598,"2,69,53,43,596.65",74661
26-Nov-18,EQ,"2,607.00","2,637.90","2,521.05","2,608.70","2,570.55","2,558.60","2,579.76","2,670.80","1,887.00",1129634,"2,91,41,82,269.65",64613
22-Nov-18,EQ,"2,580.00","2,619.70","2,575.60","2,601.80","2,607.30","2,608.70","2,602.32","2,670.80","1,887.00",1009204,"2,62,62,70,199.40",61731
21-Nov-18,EQ,"2,608.00","2,655.00","2,577.15","2,443.15","2,600.45","2,601.80","2,613.55","2,670.80","1,887.00",4485824,"11,72,39,38,808.65",197711
20-Nov-18,EQ,"2,520.10","2,520.10","2,437.55","2,528.60","2,438.25","2,443.15","2,468.72","2,670.80","1,887.00",541117,"1,33,58,64,778.10",34070
19-Nov-18,EQ,"2,545.50","2,545.60","2,490.00","2,477.05","2,522.05","2,528.60","2,517.04","2,670.80","1,887.00",947022,"2,38,36,92,453.60",50508
16-Nov-18,EQ,"2,463.00","2,496.80","2,442.05","2,461.80","2,472.90","2,477.05","2,473.71","2,670.80","1,887.00",425810,"1,05,33,29,972.35",28542
15-Nov-18,EQ,"2,456.80","2,497.95","2,449.95","2,449.25","2,460.00","2,461.80","2,471.18","2,670.80","1,887.00",498725,"1,23,24,41,411.75",30582
14-Nov-18,EQ,"2,449.90","2,470.00","2,406.80","2,438.05","2,455.00","2,449.25","2,437.75","2,670.80","1,887.00",430253,"1,04,88,47,184.05",24606
13-Nov-18,EQ,"2,416.00","2,451.00","2,415.55","2,415.55","2,440.00","2,438.05","2,435.09","2,670.80","1,887.00",469698,"1,14,37,56,152.70",27437
12-Nov-18,EQ,"2,413.90","2,437.85","2,395.00","2,400.00","2,418.20","2,415.55","2,416.91","2,670.80","1,887.00",487888,"1,17,91,80,715.15",36905
09-Nov-18,EQ,"2,465.00","2,465.00","2,389.00","2,452.95","2,399.95","2,400.00","2,414.84","2,670.80","1,887.00",1002927,"2,42,19,10,938.90",72955
07-Nov-18,EQ,"2,460.00","2,469.90","2,442.00","2,450.85","2,456.40","2,452.95","2,456.49","2,670.80","1,887.00",77956,"19,14,98,003.60",4635
06-Nov-18,EQ,"2,418.70","2,460.00","2,412.00","2,420.90","2,450.75","2,450.85","2,436.88","2,670.80","1,887.00",378830,"92,31,62,604.40",27122
05-Nov-18,EQ,"2,440.00","2,452.00","2,391.00","2,423.25","2,413.20","2,420.90","2,418.26","2,670.80","1,887.00",529589,"1,28,06,83,318.25",42546
02-Nov-18,EQ,"2,465.50","2,475.90","2,403.55","2,461.60","2,418.85","2,423.25","2,434.96","2,670.80","1,887.00",880708,"2,14,44,92,028.60",58604
01-Nov-18,EQ,"2,560.00","2,574.45","2,446.50","2,542.45","2,465.50","2,461.60","2,503.74","2,670.80","1,887.00",1370566,"3,43,15,35,508.35",84125
31-Oct-18,EQ,"2,438.95","2,554.40","2,423.05","2,594.30","2,542.00","2,542.45","2,501.00","2,670.80","1,887.00",2272822,"5,68,43,30,477.75",129904
30-Oct-18,EQ,"2,530.70","2,610.00","2,515.25","2,532.95","2,593.00","2,594.30","2,573.94","2,670.80","1,887.00",971039,"2,49,94,00,021.35",63580
29-Oct-18,EQ,"2,440.00","2,559.00","2,439.90","2,404.55","2,531.65","2,532.95","2,520.70","2,670.80","1,887.00",1030783,"2,59,82,91,245.80",54808
26-Oct-18,EQ,"2,391.40","2,450.00","2,368.05","2,390.50","2,398.00","2,404.55","2,405.61","2,670.80","1,887.00",1125652,"2,70,78,76,513.75",55901
25-Oct-18,EQ,"2,411.60","2,444.95","2,380.00","2,434.30","2,400.95","2,390.50","2,401.50","2,670.80","1,887.00",1339300,"3,21,63,34,998.40",47409
24-Oct-18,EQ,"2,488.00","2,497.00","2,386.55","2,473.75","2,420.00","2,434.30","2,436.66","2,670.80","1,887.00",725644,"1,76,81,44,333.55",39640
23-Oct-18,EQ,"2,524.95","2,546.25","2,425.10","2,519.40","2,481.00","2,473.75","2,482.71","2,670.80","1,887.00",823509,"2,04,45,36,446.25",45639
22-Oct-18,EQ,"2,562.50","2,582.65","2,496.25","2,552.35","2,525.00","2,519.40","2,546.47","2,670.80","1,887.00",556392,"1,41,68,34,519.40",30364
19-Oct-18,EQ,"2,550.00","2,582.90","2,530.50","2,565.00","2,546.00","2,552.35","2,552.06","2,670.80","1,887.00",436984,"1,11,52,11,236.70",31431
17-Oct-18,EQ,"2,580.00","2,599.00","2,552.00","2,573.60","2,566.00","2,565.00","2,574.59","2,670.80","1,887.00",492009,"1,26,67,20,506.85",34482
16-Oct-18,EQ,"2,566.90","2,590.00","2,537.50","2,566.85","2,568.95","2,573.60","2,566.40","2,670.80","1,887.00",600003,"1,53,98,47,671.60",40753
15-Oct-18,EQ,"2,461.10","2,579.95","2,443.40","2,450.50","2,567.25","2,566.85","2,541.50","2,670.80","1,887.00",1123276,"2,85,48,10,277.90",56450
12-Oct-18,EQ,"2,460.00","2,490.95","2,432.45","2,459.00","2,450.00","2,450.50","2,462.59","2,670.80","1,887.00",925386,"2,27,88,45,300.10",65289
11-Oct-18,EQ,"2,412.05","2,516.00","2,408.00","2,484.60","2,458.40","2,459.00","2,463.68","2,670.80","1,887.00",548027,"1,35,01,64,714.20",45964
10-Oct-18,EQ,"2,465.00","2,514.05","2,456.00","2,454.15","2,480.95","2,484.60","2,479.29","2,670.80","1,887.00",893571,"2,21,54,25,638.90",62070
09-Oct-18,EQ,"2,357.65","2,477.00","2,341.95","2,340.10","2,465.55","2,454.15","2,421.95","2,670.80","1,887.00",1127674,"2,73,11,73,080.30",49397
08-Oct-18,EQ,"2,395.00","2,407.75","2,332.00","2,394.55","2,341.95","2,340.10","2,361.97","2,670.80","1,887.00",603789,"1,42,61,29,665.75",31049
05-Oct-18,EQ,"2,356.00","2,429.10","2,350.30","2,372.45","2,385.00","2,394.55","2,394.74","2,670.80","1,887.00",736953,"1,76,48,13,264.80",33445
04-Oct-18,EQ,"2,469.00","2,493.95","2,360.25","2,489.55","2,365.05","2,372.45","2,424.61","2,670.80","1,887.00",804214,"1,94,99,03,637.70",42547
03-Oct-18,EQ,"2,517.00","2,549.00","2,482.00","2,508.60","2,489.00","2,489.55","2,511.59","2,670.80","1,887.00",705888,"1,77,28,99,318.05",37515
01-Oct-18,EQ,"2,531.00","2,540.70","2,440.35","2,530.65","2,512.00","2,508.60","2,482.15","2,670.80","1,887.00",762356,"1,89,22,80,145.95",38848
28-Sep-18,EQ,"2,559.00","2,577.00","2,484.55","2,541.00","2,530.00","2,530.65","2,538.50","2,670.80","1,887.00",1069703,"2,71,54,41,750.45",51912
27-Sep-18,EQ,"2,609.90","2,620.35","2,529.00","2,600.85","2,546.20","2,541.00","2,554.08","2,670.80","1,887.00",1050352,"2,68,26,78,709.45",54637
26-Sep-18,EQ,"2,617.70","2,664.20","2,591.00","2,611.70","2,592.00","2,600.85","2,625.82","2,670.80","1,887.00",1206238,"3,16,73,65,896.40",68621
25-Sep-18,EQ,"2,570.60","2,619.25","2,550.25","2,553.95","2,616.25","2,611.70","2,595.95","2,670.80","1,887.00",759251,"1,97,09,76,068.50",38323
24-Sep-18,EQ,"2,577.80","2,600.95","2,529.30","2,556.25","2,561.60","2,553.95","2,563.71","2,670.80","1,887.00",688659,"1,76,55,21,167.35",27203
21-Sep-18,EQ,"2,643.95","2,670.80","2,441.10","2,607.10","2,576.70","2,556.25","2,603.61","2,670.80","1,887.00",1411007,"3,67,37,15,522.65",57434
19-Sep-18,EQ,"2,603.40","2,636.00","2,571.00","2,584.15","2,620.80","2,607.10","2,608.44","2,659.80","1,887.00",869947,"2,26,92,06,699.05",48204
18-Sep-18,EQ,"2,579.90","2,637.00","2,570.00","2,568.50","2,598.90","2,584.15","2,609.59","2,659.80","1,887.00",1111458,"2,90,04,48,936.95",73547
17-Sep-18,EQ,"2,581.00","2,615.00","2,547.90","2,581.85","2,572.10","2,568.50","2,585.47","2,659.80","1,887.00",691773,"1,78,85,57,738.30",32907
14-Sep-18,EQ,"2,555.90","2,595.00","2,550.05","2,529.15","2,581.85","2,581.85","2,574.06","2,659.80","1,887.00",677333,"1,74,34,98,540.30",35443
12-Sep-18,EQ,"2,526.00","2,574.45","2,487.60","2,524.45","2,535.00","2,529.15","2,528.24","2,659.80","1,887.00",1248825,"3,15,73,23,082.10",58076
11-Sep-18,EQ,"2,578.45","2,586.45","2,507.10","2,563.90","2,538.05","2,524.45","2,536.37","2,659.80","1,887.00",1136931,"2,88,36,72,799.30",65667
10-Sep-18,EQ,"2,623.80","2,659.80","2,555.00","2,632.50","2,561.10","2,563.90","2,595.32","2,659.80","1,887.00",1323873,"3,43,58,72,541.25",82109
07-Sep-18,EQ,"2,575.00","2,644.30","2,545.60","2,566.95","2,625.00","2,632.50","2,606.38","2,644.30","1,887.00",1306632,"3,40,55,77,378.95",85953
06-Sep-18,EQ,"2,584.00","2,620.00","2,555.10","2,567.70","2,568.60","2,566.95","2,585.59","2,632.00","1,887.00",1084494,"2,80,40,53,611.05",52030
05-Sep-18,EQ,"2,549.30","2,590.00","2,518.50","2,543.10","2,570.00","2,567.70","2,556.06","2,632.00","1,887.00",1127153,"2,88,10,66,094.70",69482
04-Sep-18,EQ,"2,595.00","2,615.00","2,537.05","2,593.40","2,547.60","2,543.10","2,563.30","2,632.00","1,887.00",1036459,"2,65,67,51,637.05",46925
03-Sep-18,EQ,"2,510.00","2,632.00","2,495.00","2,492.00","2,588.00","2,593.40","2,586.94","2,632.00","1,887.00",3039924,"7,86,40,91,415.05",123862
31-Aug-18,EQ,"2,397.00","2,499.00","2,395.00","2,380.15","2,492.00","2,492.00","2,453.84","2,615.00","1,887.00",1981320,"4,86,18,41,724.80",87414
30-Aug-18,EQ,"2,385.00","2,417.95","2,375.05","2,383.85","2,386.00","2,380.15","2,392.55","2,615.00","1,887.00",1078598,"2,58,05,96,601.20",46853
29-Aug-18,EQ,"2,420.00","2,429.50","2,377.50","2,414.50","2,380.85","2,383.85","2,398.03","2,615.00","1,887.00",638133,"1,53,02,59,572.10",28365
28-Aug-18,EQ,"2,450.00","2,480.00","2,407.05","2,443.10","2,411.00","2,414.50","2,436.65","2,615.00","1,887.00",750408,"1,82,84,84,437.95",39429
27-Aug-18,EQ,"2,453.00","2,462.95","2,426.50","2,447.45","2,445.00","2,443.10","2,442.34","2,615.00","1,887.00",457122,"1,11,64,47,464.30",21703
24-Aug-18,EQ,"2,475.00","2,477.40","2,425.60","2,463.60","2,445.00","2,447.45","2,448.50","2,615.00","1,887.00",576704,"1,41,20,61,777.50",27114
23-Aug-18,EQ,"2,430.00","2,520.00","2,425.00","2,410.95","2,467.90","2,463.60","2,472.61","2,615.00","1,887.00",1624568,"4,01,69,16,815.75",60208
21-Aug-18,EQ,"2,388.00","2,427.90","2,354.10","2,380.75","2,423.20","2,410.95","2,402.35","2,615.00","1,887.00",638958,"1,53,49,99,924.10",26121
20-Aug-18,EQ,"2,365.00","2,396.95","2,365.00","2,364.15","2,380.00","2,380.75","2,381.16","2,615.00","1,887.00",361318,"86,03,55,467.00",15022
17-Aug-18,EQ,"2,373.90","2,411.30","2,350.90","2,353.45","2,362.95","2,364.15","2,387.03","2,615.00","1,887.00",889022,"2,12,21,20,519.20",45836
16-Aug-18,EQ,"2,275.35","2,361.45","2,270.85","2,278.45","2,357.60","2,353.45","2,323.94","2,615.00","1,887.00",895988,"2,08,22,20,787.65",36321
14-Aug-18,EQ,"2,254.00","2,291.00","2,239.05","2,241.60","2,279.00","2,278.45","2,264.57","2,615.00","1,887.00",482038,"1,09,16,09,161.35",18917
13-Aug-18,EQ,"2,220.00","2,249.00","2,215.15","2,214.30","2,248.00","2,241.60","2,235.46","2,615.00","1,887.00",267323,"59,75,91,078.35",16961
10-Aug-18,EQ,"2,236.40","2,256.90","2,205.50","2,237.70","2,221.50","2,214.30","2,227.83","2,615.00","1,887.00",323888,"72,15,67,926.00",14029
09-Aug-18,EQ,"2,263.90","2,263.90","2,205.05","2,245.50","2,240.00","2,237.70","2,231.65","2,615.00","1,887.00",390701,"87,19,07,818.60",17634
08-Aug-18,EQ,"2,263.00","2,280.00","2,237.00","2,258.80","2,250.10","2,245.50","2,252.12","2,615.00","1,887.00",345399,"77,78,79,242.15",16547
07-Aug-18,EQ,"2,249.90","2,281.45","2,245.05","2,234.40","2,261.50","2,258.80","2,260.12","2,615.00","1,887.00",499910,"1,12,98,58,573.15",27944
06-Aug-18,EQ,"2,285.00","2,325.00","2,228.20","2,281.05","2,238.70","2,234.40","2,265.20","2,615.00","1,887.00",835775,"1,89,31,99,198.00",30048
03-Aug-18,EQ,"2,236.00","2,290.00","2,230.00","2,227.85","2,276.95","2,281.05","2,270.61","2,615.00","1,887.00",1013107,"2,30,03,69,620.75",43078
02-Aug-18,EQ,"2,175.00","2,237.95","2,170.00","2,175.70","2,227.00","2,227.85","2,218.30","2,615.00","1,887.00",1039641,"2,30,62,38,663.80",50969
01-Aug-18,EQ,"2,130.00","2,182.00","2,130.00","2,127.80","2,175.00","2,175.70","2,161.62","2,615.00","1,887.00",912903,"1,97,33,53,042.35",49353
31-Jul-18,EQ,"2,075.00","2,135.00","2,070.60","2,067.20","2,130.00","2,127.80","2,108.13","2,615.00","1,887.00",1464380,"3,08,70,97,066.10",68985
30-Jul-18,EQ,"2,080.05","2,092.85","2,058.30","2,083.20","2,066.95","2,067.20","2,070.98","2,615.00","1,887.00",807995,"1,67,33,45,277.60",31267
27-Jul-18,EQ,"2,135.00","2,135.00","2,067.40","2,132.75","2,082.50","2,083.20","2,089.34","2,787.00","1,887.00",896318,"1,87,27,09,345.70",44546
26-Jul-18,EQ,"2,075.70","2,191.00","2,074.90","2,088.20","2,110.00","2,132.75","2,128.16","2,787.00","1,887.00",1913049,"4,07,12,68,493.95",82326
25-Jul-18,EQ,"2,087.00","2,097.50","2,061.55","2,077.60","2,086.90","2,088.20","2,082.80","2,787.00","1,887.00",538614,"1,12,18,26,114.90",21947
24-Jul-18,EQ,"2,043.00","2,090.00","2,043.00","2,041.70","2,077.60","2,077.60","2,070.65","2,787.00","1,887.00",1289377,"2,66,98,52,332.80",31725
23-Jul-18,EQ,"2,073.00","2,073.00","2,032.50","2,051.90","2,043.00","2,041.70","2,047.25","2,787.00","1,887.00",587029,"1,20,17,93,651.05",19798
20-Jul-18,EQ,"2,026.00","2,073.00","2,020.00","2,029.20","2,058.60","2,051.90","2,056.31","2,787.00","1,887.00",755783,"1,55,41,25,804.75",44760
19-Jul-18,EQ,"2,077.80","2,077.80","2,025.00","2,065.65","2,027.20","2,029.20","2,048.66","2,787.00","1,887.00",762721,"1,56,25,59,079.10",39195
18-Jul-18,EQ,"2,080.00","2,096.55","2,040.50","2,065.30","2,060.00","2,065.65","2,062.27","2,787.00","1,887.00",1219549,"2,51,50,38,437.70",57688
17-Jul-18,EQ,"2,060.00","2,119.00","2,057.05","2,093.95","2,070.00","2,065.30","2,084.63","2,787.00","1,887.00",1422184,"2,96,47,22,652.30",64512
16-Jul-18,EQ,"2,223.10","2,223.10","2,069.95","2,319.85","2,083.00","2,093.95","2,113.10","2,787.00","1,887.00",3721516,"7,86,39,30,504.15",172401
13-Jul-18,EQ,"2,340.00","2,366.40","2,301.00","2,357.25","2,315.00","2,319.85","2,328.24","2,787.00","1,887.00",466927,"1,08,71,18,157.00",22212
12-Jul-18,EQ,"2,326.70","2,387.65","2,326.65","2,301.35","2,352.30","2,357.25","2,368.21","2,787.00","1,887.00",1312367,"3,10,79,64,292.15",60065
11-Jul-18,EQ,"2,301.00","2,333.00","2,275.00","2,321.85","2,298.00","2,301.35","2,305.11","2,787.00","1,887.00",820067,"1,89,03,41,621.55",42881
10-Jul-18,EQ,"2,345.60","2,345.60","2,303.00","2,330.05","2,318.95","2,321.85","2,320.07","2,787.00","1,887.00",665940,"1,54,50,30,581.40",52577
09-Jul-18,EQ,"2,282.00","2,335.00","2,281.95","2,269.05","2,330.10","2,330.05","2,322.63","2,787.00","1,887.00",729897,"1,69,52,77,034.60",36279
06-Jul-18,EQ,"2,300.00","2,319.90","2,255.85","2,298.65","2,267.00","2,269.05","2,292.58","2,787.00","1,887.00",556218,"1,27,51,75,414.60",29072
05-Jul-18,EQ,"2,329.95","2,348.70","2,287.75","2,317.25","2,298.65","2,298.65","2,327.19","2,787.00","1,887.00",830939,"1,93,37,56,075.55",47922
04-Jul-18,EQ,"2,273.80","2,338.00","2,273.80","2,273.75","2,318.20","2,317.25","2,318.58","2,787.00","1,887.00",1065535,"2,47,05,27,239.45",70806
03-Jul-18,EQ,"2,258.00","2,284.00","2,235.20","2,240.35","2,274.40","2,273.75","2,262.70","2,787.00","1,887.00",756573,"1,71,18,98,156.75",36271
02-Jul-18,EQ,"2,230.00","2,260.55","2,202.25","2,235.05","2,239.10","2,240.35","2,241.25","2,787.00","1,887.00",774325,"1,73,54,57,207.55",30766
